,0,1,2,3
"[0.5, 0.5]",,,-3.678063662926637,-5.140635999992148
"[1.5, 0.5]",,-3.73491425264564,-2.466855476326569,
"[2.5, 0.5]",,-2.292838413021029,-1.4051888450443633,
"[0.5, 1.5]",-3.9136818233420847,,,-3.870824370868573
"[0.5, 2.5]",-2.8128375019765253,,,-2.7513647375553085
"[0.5, 3.5]",-1.9782804791283173,,,-1.8479834847985697
"[3.5, 0.5]",,-1.1283431087144271,-0.975630990621842,-0.6949941417278991
"[3.5, 1.5]",-0.6528133082898461,,,-0.36578967079148955
"[3.5, 2.5]",-0.371394441787562,,,0.6132699990197655
"[3.5, 3.5]",-0.2933383715735978,,,6.991994123025785
"[4.5, 0.5]",,-0.5227311106138008,-0.4969166542172524,
"[5.5, 0.5]",,-0.23910221935175924,-0.21431515992359185,
"[0.5, 4.5]",-1.46965229570932,,-1.4072988036651564,
"[1.5, 4.5]",,-1.0375164757519504,-0.9802219856869758,
"[2.5, 4.5]",,-0.6047362592901957,0.11716285741985338,
"[3.5, 4.5]",-0.10850657889116447,-0.3240781893845834,38.53767921371808,
"[4.5, 4.5]",,0.39159719842798596,174.74186133876654,
"[5.5, 4.5]",,2.769426602519024,548.24613923219,
"[6.5, 0.5]",,-0.14006305433782934,,-0.12413485339284007
"[6.5, 1.5]",-0.183348503312,,,-0.05437429702931103
"[6.5, 2.5]",-0.13,,,1.4160159228132352
"[6.5, 4.5]",1.5530259603524623,-0.0146,,
"[6.5, 3.5]",-0.009137143540738205,,,57.35784768603134
