,0,1,2,3
"[1.5, 0.5]",,0.0,1.3156499360692662,
"[2.5, 0.5]",,-0.1781044543701351,1.2031427263783063,
"[3.5, 0.5]",,0.0,0.1,1.2706680089762317
"[3.5, 1.5]",-0.17511044928145986,,,1.1853703355309677
"[3.5, 2.5]",-0.09209999999999997,,,1.186222085300843
"[3.5, 3.5]",-0.0911,,,1.3036231264960385
"[3.5, 4.5]",-0.089295482,0.0,5.707344273994398,
"[4.5, 4.5]",,0.0,104.66174574128357,
"[5.5, 4.5]",,0.0,0.0,
"[4.5, 0.5]",,0.0,0.191,
"[5.5, 0.5]",,-0.0911,0.192,
"[6.5, 0.5]",,-0.0911,,0.19000999999999998
"[6.5, 1.5]",-0.091109,,,0.19199
"[6.5, 2.5]",-0.09209099999999999,,,0.191
"[6.5, 3.5]",-0.0911,,,0.1
"[6.5, 4.5]",0.0,10.0,,
