,0,1,2,3
"[1.5, 0.5]",,-0.09600000000000007,0.78400029630202,
"[2.5, 0.5]",,-0.08802895114885186,2.3615993766534333,
"[3.5, 0.5]",,-0.1625468587788949,0.09299999999999996,2.2594481799965185
"[3.5, 1.5]",-0.178674161969,,,2.2645967923795762
"[3.5, 2.5]",-0.17599758572494134,,,2.382752996472467
"[3.5, 3.5]",-0.2448174805041012,,,3.2284216305368347
"[3.5, 4.5]",-0.1805512781,0.0,20.186445475133397,
"[4.5, 4.5]",,0.0,198.36941046095404,
"[5.5, 4.5]",,0.0,0.0,
"[4.5, 0.5]",,0.0,0.1,
"[5.5, 0.5]",,0.0,0.09900000000000002,
"[6.5, 0.5]",,0.0,,0.1
"[6.5, 1.5]",0.0,,,0.19199
"[6.5, 2.5]",-0.09209099999999999,,,0.1
"[6.5, 3.5]",0.0,,,0.1
"[6.5, 4.5]",0.0,10.0,,
"[0.5, 0.5]",,,0.0,0.18408000000000035
"[0.5, 1.5]",-0.09217200000000014,,,0.1909999999999999
"[0.5, 2.5]",-0.0911,,,0.10099999999999998
"[0.5, 3.5]",0.0,,,0.19001
"[0.5, 4.5]",-0.091109,,0.1,
"[1.5, 4.5]",,0.0,0.1,
"[2.5, 4.5]",,0.0,0.20189999465315367,
