,0,1,2,3
"[1.5, 0.5]",,0.0,0.9662161912153723,
"[2.5, 0.5]",,0.0,1.0857444014559634,
"[3.5, 0.5]",,-0.09210899999999997,0.0,1.084486833230707
"[3.5, 1.5]",-0.09209999999999997,,,1.079785847541555
"[3.5, 2.5]",-0.09209999999999997,,,0.9013792603847466
"[3.5, 3.5]",0.0,,,0.986352138667936
"[3.5, 4.5]",0.0,-0.09300000000000001,4.709911185096459,
"[2.5, 4.5]",,-0.09899999999999999,0.1,
"[1.5, 4.5]",,0.0,0.09300000000000001,
"[4.5, 4.5]",,-0.16058429948718658,86.48275251635911,
"[5.5, 4.5]",,0.0,0.0,
