,0,1,2,3
"[0.5, 0.5]",,,-6.18429741424569,-6.162783412097636
"[1.5, 0.5]",,-4.4925783396840835,-4.532091056920816,
"[2.5, 0.5]",,-2.8800421414339406,-2.8818117328399753,
"[0.5, 1.5]",-4.767151888768619,,,-4.66970864667627
"[0.5, 2.5]",-3.2972413981855073,,,-3.3499480591655666
"[0.5, 3.5]",-2.316211280451841,,,-2.3489756114310043
"[3.5, 0.5]",,-1.3801896418503787,-1.3306356379785231,-1.2881046388341029
"[3.5, 1.5]",-0.8627792891212838,,,-0.8711749419102317
"[3.5, 2.5]",-0.5524384579642545,,,-0.5515382650983853
"[3.5, 3.5]",-0.4004645386035931,,,-0.412766714809421
"[4.5, 0.5]",,-0.7179422293223742,-0.6987751256613276,
"[5.5, 0.5]",,-0.36113903517417056,-0.36835917044812455,
"[0.5, 4.5]",-1.7538394628956893,,-1.755877448170706,
"[1.5, 4.5]",,-1.2251008363671363,-1.1687669959677487,
"[2.5, 4.5]",,-0.7114057195771546,-0.7028043814922957,
"[3.5, 4.5]",-0.35705718198639147,-0.402594046264066,-0.3566248281091194,
"[4.5, 4.5]",,-0.0878204254894122,2.2921590285419384,
"[5.5, 4.5]",,-0.02001913274124955,47.14179408671789,
"[6.5, 0.5]",,-0.20252818228368938,,-0.15723231890779998
"[6.5, 1.5]",-0.12358073872175653,,,-0.08350664922
"[6.5, 2.5]",-0.059150136529808,,,-0.026947890000000002
"[6.5, 4.5]",2.004442666749553,0.4038834259370429,,
"[6.5, 3.5]",-0.0182801,,,27.92480484379351
