,0,1,2,3
"[0.5, 0.5]",,,-6.665955082975907,-6.7244368476205425
"[1.5, 0.5]",,-4.930644447974123,-4.835058735833598,
"[2.5, 0.5]",,-3.0801642831853955,-3.0955279659680266,
"[0.5, 1.5]",-5.196598159010865,,,-5.167975434091848
"[0.5, 2.5]",-3.791271439252293,,,-3.6936956005043795
"[0.5, 3.5]",-2.6652344133038106,,,-2.5596716294327417
"[3.5, 0.5]",,-1.4713138855446268,-1.493580448295623,-1.456500556472668
"[3.5, 1.5]",-1.0110163657991056,,,-0.9653441100778982
"[3.5, 2.5]",-0.614287116716505,,,-0.6272382170518717
"[3.5, 3.5]",-0.44963183933923545,,,-0.4728797802118635
"[4.5, 0.5]",,-0.7912596044835811,-0.7984704819981021,
"[5.5, 0.5]",,-0.42748912488633023,-0.4117906696138135,
"[0.5, 4.5]",-1.9029775009958567,,-1.890324256096773,
"[1.5, 4.5]",,-1.2869965594246555,-1.2809915832008218,
"[2.5, 4.5]",,-0.7640175699086873,-0.7638576161569288,
"[3.5, 4.5]",-0.4015907910139599,-0.402594046264066,-0.3478671649227079,
"[4.5, 4.5]",,-0.0878204254894122,3.416234107068875,
"[5.5, 4.5]",,-0.02001913274124955,45.76525478558405,
"[6.5, 0.5]",,-0.20252818228368938,,-0.15723231890779998
"[6.5, 1.5]",-0.12358073872175653,,,-0.08350664922
"[6.5, 2.5]",-0.059150136529808,,,0.20532125099837795
"[6.5, 4.5]",2.614617033009237,0.4038834259370429,,
"[6.5, 3.5]",-0.04563983001,,,37.1226906051851
