,0,1,2,3
"[0.5, 0.5]",,,-0.7194928256022269,-0.7102654130201882
"[1.5, 0.5]",,-0.49777243627130313,-0.48662357309688004,
"[2.5, 0.5]",,-0.2703753209224473,-0.2178063,
"[0.5, 1.5]",-0.5000345599887103,,,-0.5493913140351868
"[0.5, 2.5]",-0.35724134050786804,,,-0.28241867579999996
"[0.5, 3.5]",-0.24211924138106006,,,-0.17498373
"[3.5, 0.5]",,-0.08132354071863111,-0.0664,-0.0621
"[3.5, 1.5]",-0.0747,,,-0.0519
"[3.5, 2.5]",-0.0636,,,-0.04190000000000001
"[3.5, 3.5]",-0.0527,,,0.0
"[4.5, 0.5]",,0.0,-0.0572,
"[5.5, 0.5]",,0.0,0.0,
"[0.5, 4.5]",-0.2064256709870702,,-0.052000000000000005,
"[1.5, 4.5]",,-0.063568,-0.0429,
"[2.5, 4.5]",,-0.0535,0.0,
