,0,1,2,3
"[0.5, 0.5]",,,-0.22212040359740323,-0.21347338647327513
"[0.5, 1.5]",-0.1820937467099236,,,-0.17657107582286058
"[1.5, 0.5]",,-0.17286654856101713,-0.17540839162922128,
"[0.5, 2.5]",-0.16107069153081643,,,-0.14737672182649628
"[2.5, 0.5]",,-0.13159739409304727,-0.13699591511689038,
"[3.5, 0.5]",,-0.09097677659018702,-0.09833223757650955,-0.09885500504587541
"[4.5, 0.5]",,-0.08032616283692932,-0.07910304202005079,
"[5.5, 0.5]",,-0.060642399105120294,-0.059317874029,
"[6.5, 0.5]",,-0.040217891820827044,,-0.049543587099999994
"[3.5, 1.5]",-0.08009566515660756,,,-0.08928420070566405
"[3.5, 2.5]",-0.07031935767791152,,,-0.07936818297575013
"[3.5, 3.5]",-0.06003874660808124,,,-0.06951932480975628
"[3.5, 4.5]",-0.05007786535119432,-0.05016988237914017,-0.049492904509,
"[4.5, 4.5]",,-0.02008071919,1.5590770100000002,
"[2.5, 4.5]",,-0.07041874684487126,-0.06923744727826851,
"[1.5, 4.5]",,-0.09071439125630261,-0.08902403880597522,
"[0.5, 4.5]",-0.11070361380421911,,-0.10841651825674452,
"[0.5, 3.5]",-0.13060670372945,,,-0.12782612530114537
"[6.5, 1.5]",-0.030326866369757125,,,-0.03958309
"[6.5, 2.5]",-0.02017301823010255,,,0.2501
"[6.5, 3.5]",0.0,,,59.7
"[6.5, 4.5]",0.0,0.0,,
"[5.5, 4.5]",,0.0,118.21197000000001,
