,0,1,2,3
"[0.5, 0.5]",,,-0.44034038131799863,-0.45082192471372134
"[0.5, 1.5]",-0.36742570464036556,,,-0.3739280012865464
"[1.5, 0.5]",,-0.36833156326697336,-0.35924619048350415,
"[0.5, 2.5]",-0.31266393858604363,,,-0.31739924594401736
"[2.5, 0.5]",,-0.28687984969153235,-0.28448400245535166,
"[3.5, 0.5]",,-0.20582978185826054,-0.2131868103704975,-0.20443220719780242
"[4.5, 0.5]",,-0.1714649100144626,-0.17523133515044692,
"[5.5, 0.5]",,-0.1320124915301764,-0.13659292301247966,
"[6.5, 0.5]",,-0.09120002001448713,,-0.09795394352025297
"[3.5, 1.5]",-0.17154608805878224,,,-0.16625053585934638
"[3.5, 2.5]",-0.13136872044751946,,,-0.12766255335654503
"[3.5, 3.5]",-0.09065181916052004,,,-0.08814012401493829
"[3.5, 4.5]",-0.05007786535119432,-0.060621165220089396,0.15911643145635204,
"[4.5, 4.5]",,-0.02008071919,11.42312273065364,
"[2.5, 4.5]",,-0.11123682518167373,-0.1140424691506026,
"[1.5, 4.5]",,-0.16203839516520538,-0.16499199583505705,
"[0.5, 4.5]",-0.2123415457086683,,-0.21340610581155808,
"[0.5, 3.5]",-0.2521841210177895,,,-0.26097048724516825
"[6.5, 1.5]",-0.05070846556190638,,,-0.044966282373909996
"[6.5, 2.5]",-0.02017301823010255,,,2.5973939699000006
"[6.5, 3.5]",0.0,,,147.02985030000002
"[6.5, 4.5]",0.0,0.0,,
"[5.5, 4.5]",,0.0,286.85377497358655,
