,0,1,2,3
"[0.5, 0.5]",,,-0.33263299194315094,-0.3343717544508944
"[0.5, 1.5]",-0.27434875141177617,,,-0.27174883755815
"[1.5, 0.5]",,-0.275397844409524,-0.2686836483269182,
"[0.5, 2.5]",-0.2416928231378265,,,-0.2333799022211818
"[2.5, 0.5]",,-0.21409641421968367,-0.21188779372567657,
"[3.5, 0.5]",,-0.15319840982038957,-0.14670529238573485,-0.1473347064757522
"[4.5, 0.5]",,-0.12061092729289395,-0.11794772665195682,
"[5.5, 0.5]",,-0.09105003869573693,-0.08858715505272496,
"[6.5, 0.5]",,-0.06049470974483562,,-0.06908412990606452
"[3.5, 1.5]",-0.12049427900374535,,,-0.11846285484174933
"[3.5, 2.5]",-0.09043560638946033,,,-0.09884937529009852
"[3.5, 3.5]",-0.0701613923677883,,,-0.07922882810302391
"[3.5, 4.5]",-0.05007786535119432,-0.05016988237914017,-0.005866474936751173,
"[4.5, 4.5]",,-0.02008071919,5.415877762244991,
"[2.5, 4.5]",,-0.11123682518167373,-0.0884808645209958,
"[1.5, 4.5]",,-0.14151549661111604,-0.14633689587268955,
"[0.5, 4.5]",-0.1715608898073297,,-0.17564354069242358,
"[0.5, 3.5]",-0.20139507250101224,,,-0.2045537650009969
"[6.5, 1.5]",-0.04047685115651064,,,-0.0469363591
"[6.5, 2.5]",-0.02017301823010255,,,0.774899
"[6.5, 3.5]",0.0,,,89.10300000000001
"[6.5, 4.5]",0.0,0.0,,
"[5.5, 4.5]",,0.0,203.80395627903002,
