,0,1,2,3
"[0.5, 0.5]",,,-0.6753440187418698,-0.6796291387701187
"[0.5, 1.5]",-0.5570677645001453,,,-0.5511892848153024
"[1.5, 0.5]",,-0.5257257215013759,-0.5332913762572496,
"[0.5, 2.5]",-0.4670670373617805,,,-0.4596296175772242
"[2.5, 0.5]",,-0.4130366555901835,-0.415067314995124,
"[3.5, 0.5]",,-0.28047043102492625,-0.2875181749708109,-0.2882716699945115
"[4.5, 0.5]",,-0.22258840871878985,-0.2218913150775601,
"[5.5, 0.5]",,-0.1526309817628647,-0.15546890151454268,
"[6.5, 0.5]",,-0.1015689668065482,,-0.10737910062641563
"[3.5, 1.5]",-0.2229779902817993,,,-0.2409013643081729
"[3.5, 2.5]",-0.1727793404056102,,,-0.17462960424362794
"[3.5, 3.5]",-0.11142228957410967,,,-0.10610425750346347
"[3.5, 4.5]",-0.050077865351194316,-0.0606211652200894,0.6582119534677917,
"[4.5, 4.5]",,-0.02008071919,22.552104642917648,
"[2.5, 4.5]",,-0.13219704138112773,-0.12922632616809354,
"[1.5, 4.5]",,-0.1930617500353792,-0.21114627859896848,
"[0.5, 4.5]",-0.28477207183950626,,-0.27780512131919544,
"[0.5, 3.5]",-0.366820557047062,,,-0.3615181982464444
"[6.5, 1.5]",-0.050708465561906384,,,-0.031140073821070893
"[6.5, 2.5]",-0.02017301823010255,,,3.884688682901001
"[6.5, 3.5]",0.0,,,175.55955179700004
"[6.5, 4.5]",0.0,0.0,,
"[5.5, 4.5]",,0.0,393.7625616930652,
